,title,name,stars,text,label_sentimen,text_clean,text_casefoldingText,text_slangwords,text_stemming,text_tokenizingText,text_stopword,text_final
42,Terminal Bulupitu Purwokerto,Lovy Andriyanto,2,Tolong untuk petugas di terminal terutama kebersihan untuk lebih sopan ke penumpang yang sedang duduk nunggu bus...kalo mau ngepel dket tempat duduk yg sedang ada orang nya bilang permisi dulu atau gimana jangan cuma diem....ga ada SOPAN SANTUNNYA sama sekali!!!,Negatif,Tolong untuk petugas di terminal terutama kebersihan untuk lebih sopan ke penumpang yang sedang duduk nunggu buskalo mau ngepel dket tempat duduk yg sedang ada orang nya bilang permisi dulu atau gimana jangan cuma diemga ada SOPAN SANTUNNYA sama sekali,tolong untuk petugas di terminal terutama kebersihan untuk lebih sopan ke penumpang yang sedang duduk nunggu buskalo mau ngepel dket tempat duduk yg sedang ada orang nya bilang permisi dulu atau gimana jangan cuma diemga ada sopan santunnya sama sekali,tolong untuk petugas di terminal terutama kebersihan untuk lebih sopan ke penumpang yang sedang duduk menunggu buskalo mau ngepel dket tempat duduk yang sedang ada orang nya bilang permisi dulu atau bagaimana jangan cuma diemga ada sopan santunnya sama sekali,tolong untuk tugas di terminal utama bersih untuk lebih sopan ke tumpang yang sedang duduk tunggu buskalo mau ngepel dket tempat duduk yang sedang ada orang nya bilang permisi dulu atau bagaimana jangan cuma diemga ada sopan santun sama sekali,"['tolong', 'untuk', 'tugas', 'di', 'terminal', 'utama', 'bersih', 'untuk', 'lebih', 'sopan', 'ke', 'tumpang', 'yang', 'sedang', 'duduk', 'tunggu', 'buskalo', 'mau', 'ngepel', 'dket', 'tempat', 'duduk', 'yang', 'sedang', 'ada', 'orang', 'nya', 'bilang', 'permisi', 'dulu', 'atau', 'bagaimana', 'jangan', 'cuma', 'diemga', 'ada', 'sopan', 'santun', 'sama', 'sekali']","['tolong', 'tugas', 'terminal', 'utama', 'bersih', 'sopan', 'tumpang', 'duduk', 'tunggu', 'buskalo', 'ngepel', 'dket', 'duduk', 'orang', 'bilang', 'permisi', 'diemga', 'sopan', 'santun']",tolong tugas terminal utama bersih sopan tumpang duduk tunggu buskalo ngepel dket duduk orang bilang permisi diemga sopan santun
43,Terminal Bulupitu Purwokerto,KUSIRIN,5,"Aman, mau ke Jakarta, Jogja, Bandung atau kemana aja. Banyak trayek busnya",Positif,Aman mau ke Jakarta Jogja Bandung atau kemana aja Banyak trayek busnya,aman mau ke jakarta jogja bandung atau kemana aja banyak trayek busnya,aman mau ke jakarta jogja bandung atau kemana saja banyak trayek busnya,aman mau ke jakarta jogja bandung atau mana saja banyak trayek bus,"['aman', 'mau', 'ke', 'jakarta', 'jogja', 'bandung', 'atau', 'mana', 'saja', 'banyak', 'trayek', 'bus']","['aman', 'jakarta', 'jogja', 'bandung', 'trayek', 'bus']",aman jakarta jogja bandung trayek bus
44,Terminal Bulupitu Purwokerto,Doni Sutrisno (Odosh),5,Terminalnya cukup memuaskan aga kurang banyak pilihan PO terminal sebesar ini,Positif,Terminalnya cukup memuaskan aga kurang banyak pilihan PO terminal sebesar ini,terminalnya cukup memuaskan aga kurang banyak pilihan po terminal sebesar ini,terminalnya cukup memuaskan  agar kurang banyak pilihan po terminal sebesar ini,terminal cukup muas agar kurang banyak pilih po terminal besar ini,"['terminal', 'cukup', 'muas', 'agar', 'kurang', 'banyak', 'pilih', 'po', 'terminal', 'besar', 'ini']","['terminal', 'muas', 'pilih', 'po', 'terminal']",terminal muas pilih po terminal
45,Terminal Bulupitu Purwokerto,mas suk,4,"Sudah bagus, tinggal komitmen pengguna saja untuk menjaga kebersihan terutama merokok agar g bebas,,",Positif,Sudah bagus tinggal komitmen pengguna saja untuk menjaga kebersihan terutama merokok agar g bebas,sudah bagus tinggal komitmen pengguna saja untuk menjaga kebersihan terutama merokok agar g bebas,sudah bagus tinggal komitmen pengguna saja untuk menjaga kebersihan terutama merokok agar enggak bebas,sudah bagus tinggal komitmen guna saja untuk jaga bersih utama rokok agar enggak bebas,"['sudah', 'bagus', 'tinggal', 'komitmen', 'guna', 'saja', 'untuk', 'jaga', 'bersih', 'utama', 'rokok', 'agar', 'enggak', 'bebas']","['bagus', 'tinggal', 'komitmen', 'jaga', 'bersih', 'utama', 'rokok', 'bebas']",bagus tinggal komitmen jaga bersih utama rokok bebas
46,Terminal Bulupitu Purwokerto,Hidayat Nur Rohmat 23,5,"Teeminal yg ramah trhadap pengunjung
Walaupun bnyak calo tp tetep calonya g prnah maks buat ikut..",Positif,Teeminal yg ramah trhadap pengunjung Walaupun bnyak calo tp tetep calonya g prnah maks buat ikut,teeminal yg ramah trhadap pengunjung walaupun bnyak calo tp tetep calonya g prnah maks buat ikut,teeminal yang ramah  terhadap pengunjung walaupun banyak calo tapi tetap calonya enggak pernah maks buat ikut,teeminal yang ramah hadap unjung walaupun banyak calo tapi tetap calo enggak pernah maks buat ikut,"['teeminal', 'yang', 'ramah', 'hadap', 'unjung', 'walaupun', 'banyak', 'calo', 'tapi', 'tetap', 'calo', 'enggak', 'pernah', 'maks', 'buat', 'ikut']","['teeminal', 'ramah', 'hadap', 'unjung', 'calo', 'calo', 'maks']",teeminal ramah hadap unjung calo calo maks
47,Terminal Bulupitu Purwokerto,Sy Firdausy,5,Terminal  bis Purwokerto. Lokasi tiket bis Sinar jaya setelah pintu masuk terminal.,Positif,Terminal  bis Purwokerto Lokasi tiket bis Sinar jaya setelah pintu masuk terminal,terminal  bis purwokerto lokasi tiket bis sinar jaya setelah pintu masuk terminal,terminal bis purwokerto lokasi tiket bis sinar jaya setelah pintu masuk terminal,terminal bis purwokerto lokasi tiket bis sinar jaya telah pintu masuk terminal,"['terminal', 'bis', 'purwokerto', 'lokasi', 'tiket', 'bis', 'sinar', 'jaya', 'telah', 'pintu', 'masuk', 'terminal']","['terminal', 'bis', 'purwokerto', 'lokasi', 'tiket', 'bis', 'sinar', 'jaya', 'pintu', 'masuk', 'terminal']",terminal bis purwokerto lokasi tiket bis sinar jaya pintu masuk terminal
48,Terminal Bulupitu Purwokerto,tulus hardiyanto,5,Nyaman,Positif,Nyaman,nyaman,nyaman,nyaman,['nyaman'],['nyaman'],nyaman
49,Terminal Bulupitu Purwokerto,Bagus Prabowo,4,Petugasnya ramah tapi hati-hati masih banyak calo lalu-lalang disini,Positif,Petugasnya ramah tapi hatihati masih banyak calo lalulalang disini,petugasnya ramah tapi hatihati masih banyak calo lalulalang disini,petugasnya ramah tapi hatihati masih banyak calo lalulalang disini,tugas ramah tapi hatihati masih banyak calo lalulalang sini,"['tugas', 'ramah', 'tapi', 'hatihati', 'masih', 'banyak', 'calo', 'lalulalang', 'sini']","['tugas', 'ramah', 'hatihati', 'calo', 'lalulalang']",tugas ramah hatihati calo lalulalang
50,Terminal Bulupitu Purwokerto,soekamto harry,5,"Masih jadi terminal paling bersih yg pernah tak kunjungi. Skrg sdh ada transBanyumas juga disini. Maap, videonya gak nyambung. Hehee",Positif,Masih jadi terminal paling bersih yg pernah tak kunjungi Skrg sdh ada transBanyumas juga disini Maap videonya gak nyambung Hehee,masih jadi terminal paling bersih yg pernah tak kunjungi skrg sdh ada transbanyumas juga disini maap videonya gak nyambung hehee,masih jadi terminal paling bersih yang pernah tak kunjungi sekarang sudah ada transbanyumas juga disini maaf videonya enggak menyambung hehee,masih jadi terminal paling bersih yang pernah tak kunjung sekarang sudah ada transbanyumas juga sini maaf video enggak sambung hehee,"['masih', 'jadi', 'terminal', 'paling', 'bersih', 'yang', 'pernah', 'tak', 'kunjung', 'sekarang', 'sudah', 'ada', 'transbanyumas', 'juga', 'sini', 'maaf', 'video', 'enggak', 'sambung', 'hehee']","['terminal', 'bersih', 'tak', 'kunjung', 'transbanyumas', 'maaf', 'video', 'sambung', 'hehee']",terminal bersih tak kunjung transbanyumas maaf video sambung hehee
51,Terminal Bulupitu Purwokerto,Rina Blahblah,5,Luar biasa bersih 💝,Positif,Luar biasa bersih,luar biasa bersih,luar biasa bersih,luar biasa bersih,"['luar', 'biasa', 'bersih']",['bersih'],bersih
52,Terminal Bulupitu Purwokerto,ilham maliki,5,"Terminal dengan fasilitas yg memadai serta terstruktur rapi, semoga senantiasa konsisten serta terjaga integritasnya.",Positif,Terminal dengan fasilitas yg memadai serta terstruktur rapi semoga senantiasa konsisten serta terjaga integritasnya,terminal dengan fasilitas yg memadai serta terstruktur rapi semoga senantiasa konsisten serta terjaga integritasnya,terminal dengan fasilitas yang memadai serta terstruktur rapi semoga senantiasa konsisten serta terjaga integritasnya,terminal dengan fasilitas yang pada serta struktur rapi moga senantiasa konsisten serta jaga integritas,"['terminal', 'dengan', 'fasilitas', 'yang', 'pada', 'serta', 'struktur', 'rapi', 'moga', 'senantiasa', 'konsisten', 'serta', 'jaga', 'integritas']","['terminal', 'fasilitas', 'struktur', 'rapi', 'moga', 'senantiasa', 'konsisten', 'jaga', 'integritas']",terminal fasilitas struktur rapi moga senantiasa konsisten jaga integritas
53,Terminal Bulupitu Purwokerto,Tukang Review Jujur,5,"Mantap sih, bersih dan tertata rapi banget udah tempatnya. Josss",Positif,Mantap sih bersih dan tertata rapi banget udah tempatnya Josss,mantap sih bersih dan tertata rapi banget udah tempatnya josss,mantap sih bersih dan tertata rapi  sekali sudah tempatnya josss,mantap sih bersih dan tata rapi sekali sudah tempat josss,"['mantap', 'sih', 'bersih', 'dan', 'tata', 'rapi', 'sekali', 'sudah', 'tempat', 'josss']","['mantap', 'bersih', 'tata', 'rapi', 'josss']",mantap bersih tata rapi josss
54,Terminal Bulupitu Purwokerto,Ari Yanto,5,"Fasilitas semakin lengkap,
Mau ambil uang tunai sekarang bisa langsung ke ATM yang ada di area lobi depan,
Sampai dengan Juli 2023 ini,terdapat 2 ATM yang berdampingan.",Positif,Fasilitas semakin lengkap Mau ambil uang tunai sekarang bisa langsung ke ATM yang ada di area lobi depan Sampai dengan Juli  initerdapat  ATM yang berdampingan,fasilitas semakin lengkap mau ambil uang tunai sekarang bisa langsung ke atm yang ada di area lobi depan sampai dengan juli  initerdapat  atm yang berdampingan,fasilitas semakin lengkap mau ambil di toko uang tunai sekarang bisa langsung ke atm yang ada di area lobi depan sampai dengan juli initerdapat atm yang berdampingan,fasilitas makin lengkap mau ambil di toko uang tunai sekarang bisa langsung ke atm yang ada di area lobi depan sampai dengan juli initerdapat atm yang damping,"['fasilitas', 'makin', 'lengkap', 'mau', 'ambil', 'di', 'toko', 'uang', 'tunai', 'sekarang', 'bisa', 'langsung', 'ke', 'atm', 'yang', 'ada', 'di', 'area', 'lobi', 'depan', 'sampai', 'dengan', 'juli', 'initerdapat', 'atm', 'yang', 'damping']","['fasilitas', 'lengkap', 'ambil', 'toko', 'uang', 'tunai', 'langsung', 'atm', 'area', 'lobi', 'juli', 'initerdapat', 'atm', 'damping']",fasilitas lengkap ambil toko uang tunai langsung atm area lobi juli initerdapat atm damping
55,Terminal Bulupitu Purwokerto,Hafidh Nur Danar Kusuma,5,"Bangunan dan fasilitas sangat lengkap dengan lahan parkir untuk mengantar atau menjemput penumpang (saudara), mushola, toilet, tempat menuggu bis juga luas dan bersih, serta warung jajanan yang banyak",Positif,Bangunan dan fasilitas sangat lengkap dengan lahan parkir untuk mengantar atau menjemput penumpang saudara mushola toilet tempat menuggu bis juga luas dan bersih serta warung jajanan yang banyak,bangunan dan fasilitas sangat lengkap dengan lahan parkir untuk mengantar atau menjemput penumpang saudara mushola toilet tempat menuggu bis juga luas dan bersih serta warung jajanan yang banyak,bangunan dan fasilitas sangat lengkap dengan lahan parkir untuk mengantar atau menjemput penumpang saudara mushola toilet tempat menuggu bis juga luas dan bersih serta warung jajanan yang banyak,bangun dan fasilitas sangat lengkap dengan lahan parkir untuk antar atau jemput tumpang saudara mushola toilet tempat menuggu bis juga luas dan bersih serta warung jajan yang banyak,"['bangun', 'dan', 'fasilitas', 'sangat', 'lengkap', 'dengan', 'lahan', 'parkir', 'untuk', 'antar', 'atau', 'jemput', 'tumpang', 'saudara', 'mushola', 'toilet', 'tempat', 'menuggu', 'bis', 'juga', 'luas', 'dan', 'bersih', 'serta', 'warung', 'jajan', 'yang', 'banyak']","['bangun', 'fasilitas', 'lengkap', 'lahan', 'parkir', 'jemput', 'tumpang', 'saudara', 'mushola', 'toilet', 'menuggu', 'bis', 'luas', 'bersih', 'warung', 'jajan']",bangun fasilitas lengkap lahan parkir jemput tumpang saudara mushola toilet menuggu bis luas bersih warung jajan
56,Terminal Bulupitu Purwokerto,Aris Nurcholis,4,"Lumayan tertib, lumayan bersih",Positif,Lumayan tertib lumayan bersih,lumayan tertib lumayan bersih,lumayan tertib lumayan bersih,lumayan tertib lumayan bersih,"['lumayan', 'tertib', 'lumayan', 'bersih']","['lumayan', 'tertib', 'lumayan', 'bersih']",lumayan tertib lumayan bersih
57,Terminal Bulupitu Purwokerto,Banyak Cotro,1,"Ternyata masih ada calo yang untungnya ga main main 30% dari harga tiket,,dan anehnya calo ini menempati loket  di dalam terminal..hati hati kalian kalau masuk terminal,,,HARUS BERANI MENOLAK JIKA ADA ORANG YANG TERUS MENERUS NGIKUTI KAMU....SOALNYA HARGA TIKETNYA JADI SANGAT MAHAL..KASIH MAKAN KELUARGA DARI HASIL MERAS ORANG.....WOW...BANGET KAMU...GA TAKUT KARMA????SAKIT CELAKA ATAU APA KEK.....",Negatif,Ternyata masih ada calo yang untungnya ga main main  dari harga tiketdan anehnya calo ini menempati loket  di dalam terminalhati hati kalian kalau masuk terminalHARUS BERANI MENOLAK JIKA ADA ORANG YANG TERUS MENERUS NGIKUTI KAMUSOALNYA HARGA TIKETNYA JADI SANGAT MAHALKASIH MAKAN KELUARGA DARI HASIL MERAS ORANGWOWBANGET KAMUGA TAKUT KARMASAKIT CELAKA ATAU APA KEK,ternyata masih ada calo yang untungnya ga main main  dari harga tiketdan anehnya calo ini menempati loket  di dalam terminalhati hati kalian kalau masuk terminalharus berani menolak jika ada orang yang terus menerus ngikuti kamusoalnya harga tiketnya jadi sangat mahalkasih makan keluarga dari hasil meras orangwowbanget kamuga takut karmasakit celaka atau apa kek,ternyata masih ada calo yang untungnya enggak main main dari harga tiketdan anehnya calo ini menempati loket di dalam terminalhati hati kalian kalau masuk terminalharus berani menolak jika ada orang yang terus menerus ngikuti kamusoalnya harga tiketnya jadi sangat mahalkasih makan keluarga dari hasil meras orangwowbanget kamuga takut karmasakit celaka atau apa kayak,nyata masih ada calo yang untung enggak main main dari harga tiketdan aneh calo ini tempat loket di dalam terminalhati hati kalian kalau masuk terminalharus berani tolak jika ada orang yang terus terus ngikuti kamusoalnya harga tiket jadi sangat mahalkasih makan keluarga dari hasil ras orangwowbanget kamuga takut karmasakit celaka atau apa kayak,"['nyata', 'masih', 'ada', 'calo', 'yang', 'untung', 'enggak', 'main', 'main', 'dari', 'harga', 'tiketdan', 'aneh', 'calo', 'ini', 'tempat', 'loket', 'di', 'dalam', 'terminalhati', 'hati', 'kalian', 'kalau', 'masuk', 'terminalharus', 'berani', 'tolak', 'jika', 'ada', 'orang', 'yang', 'terus', 'terus', 'ngikuti', 'kamusoalnya', 'harga', 'tiket', 'jadi', 'sangat', 'mahalkasih', 'makan', 'keluarga', 'dari', 'hasil', 'ras', 'orangwowbanget', 'kamuga', 'takut', 'karmasakit', 'celaka', 'atau', 'apa', 'kayak']","['nyata', 'calo', 'untung', 'main', 'main', 'harga', 'tiketdan', 'aneh', 'calo', 'loket', 'terminalhati', 'hati', 'masuk', 'terminalharus', 'berani', 'tolak', 'orang', 'ngikuti', 'kamusoalnya', 'harga', 'tiket', 'mahalkasih', 'makan', 'keluarga', 'hasil', 'ras', 'orangwowbanget', 'kamuga', 'takut', 'karmasakit', 'celaka', 'kayak']",nyata calo untung main main harga tiketdan aneh calo loket terminalhati hati masuk terminalharus berani tolak orang ngikuti kamusoalnya harga tiket mahalkasih makan keluarga hasil ras orangwowbanget kamuga takut karmasakit celaka kayak
58,Terminal Bulupitu Purwokerto,Aris Rianto,5,Mantap,Positif,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap
59,Terminal Bulupitu Purwokerto,Mo Alfares,4,A clean place.,Positif,A clean place,a clean place,a clean place,a clean place,"['a', 'clean', 'place']","['clean', 'place']",clean place
60,Terminal Bulupitu Purwokerto,maulana,5,Jam 5 masih sepi🤦‍♂️ untungnya bus udah ada yg stay...,Positif,Jam  masih sepi untungnya bus udah ada yg stay,jam  masih sepi untungnya bus udah ada yg stay,jam masih sepi untungnya bus sudah ada yang stay,jam masih sepi untung bus sudah ada yang stay,"['jam', 'masih', 'sepi', 'untung', 'bus', 'sudah', 'ada', 'yang', 'stay']","['jam', 'sepi', 'untung', 'bus', 'stay']",jam sepi untung bus stay
61,Terminal Bulupitu Purwokerto,setyo wantoro,4,Olways sinarjaya ..ws kayakuwebae..pokoke yess,Positif,Olways sinarjaya ws kayakuwebaepokoke yess,olways sinarjaya ws kayakuwebaepokoke yess,selalu sinarjaya ws kayakuwebaepokoke yess,selalu sinarjaya ws kayakuwebaepokoke yess,"['selalu', 'sinarjaya', 'ws', 'kayakuwebaepokoke', 'yess']","['sinarjaya', 'ws', 'kayakuwebaepokoke', 'yess']",sinarjaya ws kayakuwebaepokoke yess
62,Terminal Bulupitu Purwokerto,Tri Wahyu,4,Tempat transit menuju Jogja,Positif,Tempat transit menuju Jogja,tempat transit menuju jogja,tempat transit menuju jogja,tempat transit tuju jogja,"['tempat', 'transit', 'tuju', 'jogja']","['transit', 'tuju', 'jogja']",transit tuju jogja
63,Terminal Bulupitu Purwokerto,Aries 11,5,Tmpatnya sangat nyman buat santai,Positif,Tmpatnya sangat nyman buat santai,tmpatnya sangat nyman buat santai,tmpatnya sangat nyman buat santai,tmpatnya sangat nyman buat santai,"['tmpatnya', 'sangat', 'nyman', 'buat', 'santai']","['tmpatnya', 'nyman', 'santai']",tmpatnya nyman santai
64,Terminal Bulupitu Purwokerto,Joy Jakarta Driver,5,"Toilet kotor bau tidak terawat, air tidak ada. Mohon di perhatikan",Positif,Toilet kotor bau tidak terawat air tidak ada Mohon di perhatikan,toilet kotor bau tidak terawat air tidak ada mohon di perhatikan,toilet kotor bau tidak terawat air tidak ada mohon di perhatikan,toilet kotor bau tidak awat air tidak ada mohon di perhati,"['toilet', 'kotor', 'bau', 'tidak', 'awat', 'air', 'tidak', 'ada', 'mohon', 'di', 'perhati']","['toilet', 'kotor', 'bau', 'tidak', 'awat', 'air', 'tidak', 'mohon', 'perhati']",toilet kotor bau tidak awat air tidak mohon perhati
65,Terminal Bulupitu Purwokerto,Nalendra Aghna,5,Rame wangi rapi bersih aman josss bulupitu sekarang,Positif,Rame wangi rapi bersih aman josss bulupitu sekarang,rame wangi rapi bersih aman josss bulupitu sekarang,rame wangi rapi bersih aman josss bulupitu sekarang,rame wangi rapi bersih aman josss bulupitu sekarang,"['rame', 'wangi', 'rapi', 'bersih', 'aman', 'josss', 'bulupitu', 'sekarang']","['rame', 'wangi', 'rapi', 'bersih', 'aman', 'josss', 'bulupitu']",rame wangi rapi bersih aman josss bulupitu
66,Terminal Bulupitu Purwokerto,Muhammad Ridlo,1,"Bagi yg belum mengetahui seluk beluk terminal ini hati-hati. Memang secara tampilan sudah berubah. Tapi masih banyak calo!!
Cukup yg terakhir kmaren aja lh saya dateng ksitu. Tapi bingung juga nyari agen bus yg tanpa calo di sini karna cuma beberapa yg punya agen di luar terminal!😖",Negatif,Bagi yg belum mengetahui seluk beluk terminal ini hatihati Memang secara tampilan sudah berubah Tapi masih banyak calo Cukup yg terakhir kmaren aja lh saya dateng ksitu Tapi bingung juga nyari agen bus yg tanpa calo di sini karna cuma beberapa yg punya agen di luar terminal,bagi yg belum mengetahui seluk beluk terminal ini hatihati memang secara tampilan sudah berubah tapi masih banyak calo cukup yg terakhir kmaren aja lh saya dateng ksitu tapi bingung juga nyari agen bus yg tanpa calo di sini karna cuma beberapa yg punya agen di luar terminal,bagi yang belum mengetahui seluk beluk terminal ini hatihati memang secara tampilan sudah berubah tapi masih banyak calo cukup yang terakhir kemarin saja boleh saya datang kesitu tapi bingung juga mencari agen bus yang tanpa calo di sini karena cuma beberapa yang punya agen di luar terminal,bagi yang belum tahu seluk beluk terminal ini hatihati memang cara tampil sudah ubah tapi masih banyak calo cukup yang akhir kemarin saja boleh saya datang kesitu tapi bingung juga cari agen bus yang tanpa calo di sini karena cuma beberapa yang punya agen di luar terminal,"['bagi', 'yang', 'belum', 'tahu', 'seluk', 'beluk', 'terminal', 'ini', 'hatihati', 'memang', 'cara', 'tampil', 'sudah', 'ubah', 'tapi', 'masih', 'banyak', 'calo', 'cukup', 'yang', 'akhir', 'kemarin', 'saja', 'boleh', 'saya', 'datang', 'kesitu', 'tapi', 'bingung', 'juga', 'cari', 'agen', 'bus', 'yang', 'tanpa', 'calo', 'di', 'sini', 'karena', 'cuma', 'beberapa', 'yang', 'punya', 'agen', 'di', 'luar', 'terminal']","['seluk', 'beluk', 'terminal', 'hatihati', 'tampil', 'ubah', 'calo', 'kemarin', 'kesitu', 'bingung', 'cari', 'agen', 'bus', 'calo', 'agen', 'terminal']",seluk beluk terminal hatihati tampil ubah calo kemarin kesitu bingung cari agen bus calo agen terminal
67,Terminal Bulupitu Purwokerto,Mafatichul Fuadi,5,"Bangunan dan fasilitasnya cukup lengkap dibanding terminal lain. Tapi air di bak toilet kuning dan kurangnya sandal untuk wudhu di mushala.

Semoga bisa jd bahan evaluasi",Positif,Bangunan dan fasilitasnya cukup lengkap dibanding terminal lain Tapi air di bak toilet kuning dan kurangnya sandal untuk wudhu di mushala  Semoga bisa jd bahan evaluasi,bangunan dan fasilitasnya cukup lengkap dibanding terminal lain tapi air di bak toilet kuning dan kurangnya sandal untuk wudhu di mushala  semoga bisa jd bahan evaluasi,bangunan dan fasilitasnya cukup lengkap dibanding terminal lain tapi air di bak toilet kuning dan kurangnya sandal untuk wudhu di mushala semoga bisa jadi bahan evaluasi,bangun dan fasilitas cukup lengkap banding terminal lain tapi air di bak toilet kuning dan kurang sandal untuk wudhu di mushala moga bisa jadi bahan evaluasi,"['bangun', 'dan', 'fasilitas', 'cukup', 'lengkap', 'banding', 'terminal', 'lain', 'tapi', 'air', 'di', 'bak', 'toilet', 'kuning', 'dan', 'kurang', 'sandal', 'untuk', 'wudhu', 'di', 'mushala', 'moga', 'bisa', 'jadi', 'bahan', 'evaluasi']","['bangun', 'fasilitas', 'lengkap', 'banding', 'terminal', 'air', 'bak', 'toilet', 'kuning', 'sandal', 'wudhu', 'mushala', 'moga', 'bahan', 'evaluasi']",bangun fasilitas lengkap banding terminal air bak toilet kuning sandal wudhu mushala moga bahan evaluasi
68,Terminal Bulupitu Purwokerto,we winaresich,5,"Tempatnya luas, fasilitas komplit, tersedia berbagai macam bus....",Positif,Tempatnya luas fasilitas komplit tersedia berbagai macam bus,tempatnya luas fasilitas komplit tersedia berbagai macam bus,tempatnya luas fasilitas komplit tersedia berbagai macam bus,tempat luas fasilitas komplit sedia bagai macam bus,"['tempat', 'luas', 'fasilitas', 'komplit', 'sedia', 'bagai', 'macam', 'bus']","['luas', 'fasilitas', 'komplit', 'sedia', 'bus']",luas fasilitas komplit sedia bus
69,Terminal Bulupitu Purwokerto,rado ndaru prabowo,5,"Terminalnya mulai tertata dan ada peningkatan kebersihannya, pembangunan masih berjalan, semoga bisa lebih baik lagi dan menjadi kebanggaan masyarakat Purwokerto dan sekitarnya",Positif,Terminalnya mulai tertata dan ada peningkatan kebersihannya pembangunan masih berjalan semoga bisa lebih baik lagi dan menjadi kebanggaan masyarakat Purwokerto dan sekitarnya,terminalnya mulai tertata dan ada peningkatan kebersihannya pembangunan masih berjalan semoga bisa lebih baik lagi dan menjadi kebanggaan masyarakat purwokerto dan sekitarnya,terminalnya mulai tertata dan ada peningkatan kebersihannya pembangunan masih berjalan semoga bisa lebih baik lagi dan menjadi kebanggaan masyarakat purwokerto dan sekitarnya,terminal mulai tata dan ada tingkat bersih bangun masih jalan moga bisa lebih baik lagi dan jadi bangga masyarakat purwokerto dan sekitar,"['terminal', 'mulai', 'tata', 'dan', 'ada', 'tingkat', 'bersih', 'bangun', 'masih', 'jalan', 'moga', 'bisa', 'lebih', 'baik', 'lagi', 'dan', 'jadi', 'bangga', 'masyarakat', 'purwokerto', 'dan', 'sekitar']","['terminal', 'tata', 'tingkat', 'bersih', 'bangun', 'jalan', 'moga', 'bangga', 'masyarakat', 'purwokerto']",terminal tata tingkat bersih bangun jalan moga bangga masyarakat purwokerto
70,Terminal Bulupitu Purwokerto,arka raziq,5,Jumat berkah,Positif,Jumat berkah,jumat berkah,jumat berkah,jumat berkah,"['jumat', 'berkah']","['jumat', 'berkah']",jumat berkah
71,Terminal Bulupitu Purwokerto,Ari Purnomo,5,"Nyaman langsung ke loket untuk antar propinsi ya?jgn lewat calo.
Sedikit info untuk tujuan jakarta khususnya pengguna sinar jaya
Jam setengah sebelas siang ad dan setengah dua siang ad,transit di cibitung...tks",Positif,Nyaman langsung ke loket untuk antar propinsi yajgn lewat calo Sedikit info untuk tujuan jakarta khususnya pengguna sinar jaya Jam setengah sebelas siang ad dan setengah dua siang adtransit di cibitungtks,nyaman langsung ke loket untuk antar propinsi yajgn lewat calo sedikit info untuk tujuan jakarta khususnya pengguna sinar jaya jam setengah sebelas siang ad dan setengah dua siang adtransit di cibitungtks,nyaman langsung ke loket untuk antar propinsi yajgn lewat calo sedikit info untuk tujuan jakarta khususnya pengguna sinar jaya jam setengah sebelas siang ada dan setengah dua siang adtransit di cibitungtks,nyaman langsung ke loket untuk antar propinsi yajgn lewat calo sedikit info untuk tuju jakarta khusus guna sinar jaya jam tengah sebelas siang ada dan tengah dua siang adtransit di cibitungtks,"['nyaman', 'langsung', 'ke', 'loket', 'untuk', 'antar', 'propinsi', 'yajgn', 'lewat', 'calo', 'sedikit', 'info', 'untuk', 'tuju', 'jakarta', 'khusus', 'guna', 'sinar', 'jaya', 'jam', 'tengah', 'sebelas', 'siang', 'ada', 'dan', 'tengah', 'dua', 'siang', 'adtransit', 'di', 'cibitungtks']","['nyaman', 'langsung', 'loket', 'propinsi', 'yajgn', 'calo', 'info', 'tuju', 'jakarta', 'khusus', 'sinar', 'jaya', 'jam', 'sebelas', 'siang', 'siang', 'adtransit', 'cibitungtks']",nyaman langsung loket propinsi yajgn calo info tuju jakarta khusus sinar jaya jam sebelas siang siang adtransit cibitungtks
72,Terminal Bulupitu Purwokerto,Estu Ayu Ragil,4,"parkiran luas, ada toilet umum, masjid dan banyak agen bis tiket",Positif,parkiran luas ada toilet umum masjid dan banyak agen bis tiket,parkiran luas ada toilet umum masjid dan banyak agen bis tiket,parkiran luas ada toilet umum masjid dan banyak agen bis tiket,parkir luas ada toilet umum masjid dan banyak agen bis tiket,"['parkir', 'luas', 'ada', 'toilet', 'umum', 'masjid', 'dan', 'banyak', 'agen', 'bis', 'tiket']","['parkir', 'luas', 'toilet', 'masjid', 'agen', 'bis', 'tiket']",parkir luas toilet masjid agen bis tiket
