stars,text,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_final,polarity_score,polarity
5,"Saya naik murni jaya ..transit di disini. Nyaman,aman,dan bersih.",Saya naik murni jaya transit di disini Nyamanamandan bersih,saya naik murni jaya transit di disini nyamanamandan bersih,saya naik murni jaya transit di disini nyamanamandan bersih,"['saya', 'naik', 'murni', 'jaya', 'transit', 'di', 'disini', 'nyamanamandan', 'bersih']","['murni', 'jaya', 'transit', 'nyamanamandan', 'bersih']",murni jaya transit nyamanamandan bersih,4,positive
5,Pasang cover jok honda mobilio,Pasang cover jok honda mobilio,pasang cover jok honda mobilio,pasang cover jok honda mobilio,"['pasang', 'cover', 'jok', 'honda', 'mobilio']","['pasang', 'cover', 'jok', 'honda', 'mobilio']",pasang cover jok honda mobilio,7,positive
5,Kurang luas,Kurang luas,kurang luas,kurang luas,"['kurang', 'luas']",['luas'],luas,3,positive
5,Moda transportasi setiap mudik,Moda transportasi setiap mudik,moda transportasi setiap mudik,moda transportasi setiap mudik,"['moda', 'transportasi', 'setiap', 'mudik']","['moda', 'transportasi', 'mudik']",moda transportasi mudik,-3,negative
4,Terminal bus ajibarang sekarang sudah tertata. Dan sudah cukup nyaman..,Terminal bus ajibarang sekarang sudah tertata Dan sudah cukup nyaman,terminal bus ajibarang sekarang sudah tertata dan sudah cukup nyaman,terminal bus ajibarang sekarang sudah tertata dan sudah cukup nyaman,"['terminal', 'bus', 'ajibarang', 'sekarang', 'sudah', 'tertata', 'dan', 'sudah', 'cukup', 'nyaman']","['terminal', 'bus', 'ajibarang', 'tertata', 'nyaman']",terminal bus ajibarang tertata nyaman,0,neutral
5,Agen bus lintas provinsi,Agen bus lintas provinsi,agen bus lintas provinsi,agen bus lintas provinsi,"['agen', 'bus', 'lintas', 'provinsi']","['agen', 'bus', 'lintas', 'provinsi']",agen bus lintas provinsi,-3,negative
5,"Terminal kecil lengkap dengan beberapa agen Po. Bus tujuan Jabodetabek, SINAR JAYA, DMI, ROSALIA INDAH, MURNI JAYA, AGRA MAS.",Terminal kecil lengkap dengan beberapa agen Po Bus tujuan Jabodetabek SINAR JAYA DMI ROSALIA INDAH MURNI JAYA AGRA MAS,terminal kecil lengkap dengan beberapa agen po bus tujuan jabodetabek sinar jaya dmi rosalia indah murni jaya agra mas,terminal kecil lengkap dengan beberapa agen po bus tujuan jabodetabek sinar jaya dmi rosalia indah murni jaya agra mas,"['terminal', 'kecil', 'lengkap', 'dengan', 'beberapa', 'agen', 'po', 'bus', 'tujuan', 'jabodetabek', 'sinar', 'jaya', 'dmi', 'rosalia', 'indah', 'murni', 'jaya', 'agra', 'mas']","['terminal', 'lengkap', 'agen', 'po', 'bus', 'tujuan', 'jabodetabek', 'sinar', 'jaya', 'dmi', 'rosalia', 'indah', 'murni', 'jaya', 'agra', 'mas']",terminal lengkap agen po bus tujuan jabodetabek sinar jaya dmi rosalia indah murni jaya agra mas,5,positive
5,"Tempatnya nyaman dan oleh- olehnya murah, dan org2 nya ramah",Tempatnya nyaman dan oleh olehnya murah dan org nya ramah,tempatnya nyaman dan oleh olehnya murah dan org nya ramah,tempatnya nyaman dan oleh olehnya murah dan orang nya ramah,"['tempatnya', 'nyaman', 'dan', 'oleh', 'olehnya', 'murah', 'dan', 'orang', 'nya', 'ramah']","['tempatnya', 'nyaman', 'murah', 'orang', 'ramah']",tempatnya nyaman murah orang ramah,7,positive
5,Terminal ajibarang ini sering kita dengar dan terkenal krn lokasi strategis banyak bus yang singgah untuk melewati jalur tersebut untuk menurunkan penumpang atau mengambil penumpang,Terminal ajibarang ini sering kita dengar dan terkenal krn lokasi strategis banyak bus yang singgah untuk melewati jalur tersebut untuk menurunkan penumpang atau mengambil penumpang,terminal ajibarang ini sering kita dengar dan terkenal krn lokasi strategis banyak bus yang singgah untuk melewati jalur tersebut untuk menurunkan penumpang atau mengambil penumpang,terminal ajibarang ini sering kita dengar dan terkenal karena lokasi strategis banyak bus yang singgah untuk melewati jalur tersebut untuk menurunkan penumpang atau mengambil penumpang,"['terminal', 'ajibarang', 'ini', 'sering', 'kita', 'dengar', 'dan', 'terkenal', 'karena', 'lokasi', 'strategis', 'banyak', 'bus', 'yang', 'singgah', 'untuk', 'melewati', 'jalur', 'tersebut', 'untuk', 'menurunkan', 'penumpang', 'atau', 'mengambil', 'penumpang']","['terminal', 'ajibarang', 'dengar', 'terkenal', 'lokasi', 'strategis', 'bus', 'singgah', 'melewati', 'jalur', 'menurunkan', 'penumpang', 'mengambil', 'penumpang']",terminal ajibarang dengar terkenal lokasi strategis bus singgah melewati jalur menurunkan penumpang mengambil penumpang,-10,negative
4,Mayan enak,Mayan enak,mayan enak,lumayan enak,"['lumayan', 'enak']","['lumayan', 'enak']",lumayan enak,0,neutral
5,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,4,positive
4,Nyaman ga ada calo,Nyaman ga ada calo,nyaman ga ada calo,nyaman enggak ada calo,"['nyaman', 'enggak', 'ada', 'calo']","['nyaman', 'calo']",nyaman calo,4,positive
5,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,2,positive
5,Sekarang lebih teratur,Sekarang lebih teratur,sekarang lebih teratur,sekarang lebih teratur,"['sekarang', 'lebih', 'teratur']",['teratur'],teratur,0,neutral
5,Memuaskan belanja disini bisa online lagi 🥰,Memuaskan belanja disini bisa online lagi,memuaskan belanja disini bisa online lagi,memuaskan belanja disini bisa online lagi,"['memuaskan', 'belanja', 'disini', 'bisa', 'online', 'lagi']","['memuaskan', 'belanja', 'online']",memuaskan belanja online,2,positive
5,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,4,positive
5,Tempat dimana sya pertama kali naik bis ke jakarta.skrg gak seramai dlu krn skrg hnya ada bus AKAP klo dlu kan bus yg ke arah pwt ato majenang jg ada dsni jdi ramai ni trminal.skrg jauhhh bgt suasana nya di banding dlu.tpi di balik itu smua ttep jdi tmpt yg favorit ketika sy pulkam pke bus sinjay.semoga kedepan nya terminal ajibarang akan kembali rame kembali rapi dan tertata.,Tempat dimana sya pertama kali naik bis ke jakartaskrg gak seramai dlu krn skrg hnya ada bus AKAP klo dlu kan bus yg ke arah pwt ato majenang jg ada dsni jdi ramai ni trminalskrg jauhhh bgt suasana nya di banding dlutpi di balik itu smua ttep jdi tmpt yg favorit ketika sy pulkam pke bus sinjaysemoga kedepan nya terminal ajibarang akan kembali rame kembali rapi dan tertata,tempat dimana sya pertama kali naik bis ke jakartaskrg gak seramai dlu krn skrg hnya ada bus akap klo dlu kan bus yg ke arah pwt ato majenang jg ada dsni jdi ramai ni trminalskrg jauhhh bgt suasana nya di banding dlutpi di balik itu smua ttep jdi tmpt yg favorit ketika sy pulkam pke bus sinjaysemoga kedepan nya terminal ajibarang akan kembali rame kembali rapi dan tertata,tempat dimana saya pertama kali naik bis ke jakartaskrg enggak seramai dulu karena sekarang hanya ada bus akap kalo dulu kan bus yang ke arah pwt atau majenang juga ada disini jadi ramai nih trminalskrg jauh banget suasana nya di banding dlutpi di balik itu semua tetap jadi tempat yang favorit ketika saya pulkam pakai bus sinjaysemoga kedepan nya terminal ajibarang akan kembali rame kembali rapi dan tertata,"['tempat', 'dimana', 'saya', 'pertama', 'kali', 'naik', 'bis', 'ke', 'jakartaskrg', 'enggak', 'seramai', 'dulu', 'karena', 'sekarang', 'hanya', 'ada', 'bus', 'akap', 'kalo', 'dulu', 'kan', 'bus', 'yang', 'ke', 'arah', 'pwt', 'atau', 'majenang', 'juga', 'ada', 'disini', 'jadi', 'ramai', 'nih', 'trminalskrg', 'jauh', 'banget', 'suasana', 'nya', 'di', 'banding', 'dlutpi', 'di', 'balik', 'itu', 'semua', 'tetap', 'jadi', 'tempat', 'yang', 'favorit', 'ketika', 'saya', 'pulkam', 'pakai', 'bus', 'sinjaysemoga', 'kedepan', 'nya', 'terminal', 'ajibarang', 'akan', 'kembali', 'rame', 'kembali', 'rapi', 'dan', 'tertata']","['dimana', 'kali', 'bis', 'jakartaskrg', 'seramai', 'bus', 'akap', 'kalo', 'bus', 'arah', 'pwt', 'majenang', 'ramai', 'nih', 'trminalskrg', 'banget', 'suasana', 'banding', 'dlutpi', 'favorit', 'pulkam', 'pakai', 'bus', 'sinjaysemoga', 'kedepan', 'terminal', 'ajibarang', 'rame', 'rapi', 'tertata']",dimana kali bis jakartaskrg seramai bus akap kalo bus arah pwt majenang ramai nih trminalskrg banget suasana banding dlutpi favorit pulkam pakai bus sinjaysemoga kedepan terminal ajibarang rame rapi tertata,-5,negative
5,"Terminal bus antar kota, yg luas",Terminal bus antar kota yg luas,terminal bus antar kota yg luas,terminal bus antar kota yang luas,"['terminal', 'bus', 'antar', 'kota', 'yang', 'luas']","['terminal', 'bus', 'kota', 'luas']",terminal bus kota luas,-1,negative
5,Kecil tapi indah,Kecil tapi indah,kecil tapi indah,kecil tapi indah,"['kecil', 'tapi', 'indah']",['indah'],indah,1,positive
5,"Tempat nyaman, cukup bersih,",Tempat nyaman cukup bersih,tempat nyaman cukup bersih,tempat nyaman cukup bersih,"['tempat', 'nyaman', 'cukup', 'bersih']","['nyaman', 'bersih']",nyaman bersih,4,positive
2,"Tidak ada fasilitas umum yg non berbayar seperti toilet dan tempat cuci tangan,  yg ada hanya kang retribusi parkir",Tidak ada fasilitas umum yg non berbayar seperti toilet dan tempat cuci tangan  yg ada hanya kang retribusi parkir,tidak ada fasilitas umum yg non berbayar seperti toilet dan tempat cuci tangan  yg ada hanya kang retribusi parkir,tidak ada fasilitas umum yang non berbayar seperti toilet dan tempat cuci tangan yang ada hanya kang retribusi parkir,"['tidak', 'ada', 'fasilitas', 'umum', 'yang', 'non', 'berbayar', 'seperti', 'toilet', 'dan', 'tempat', 'cuci', 'tangan', 'yang', 'ada', 'hanya', 'kang', 'retribusi', 'parkir']","['tidak', 'fasilitas', 'non', 'berbayar', 'toilet', 'cuci', 'tangan', 'kang', 'retribusi', 'parkir']",tidak fasilitas non berbayar toilet cuci tangan kang retribusi parkir,-8,negative
4,Aman dan nyaman,Aman dan nyaman,aman dan nyaman,aman dan nyaman,"['aman', 'dan', 'nyaman']","['aman', 'nyaman']",aman nyaman,4,positive
5,Terminal yang cocok nyaman,Terminal yang cocok nyaman,terminal yang cocok nyaman,terminal yang cocok nyaman,"['terminal', 'yang', 'cocok', 'nyaman']","['terminal', 'cocok', 'nyaman']",terminal cocok nyaman,5,positive
5,Sudah ada transbanyumas lebih efisien,Sudah ada transbanyumas lebih efisien,sudah ada transbanyumas lebih efisien,sudah ada transbanyumas lebih efisien,"['sudah', 'ada', 'transbanyumas', 'lebih', 'efisien']","['transbanyumas', 'efisien']",transbanyumas efisien,4,positive
1,Perkebunan,Perkebunan,perkebunan,perkebunan,['perkebunan'],['perkebunan'],perkebunan,0,neutral
5,Ramai selalu,Ramai selalu,ramai selalu,ramai selalu,"['ramai', 'selalu']",['ramai'],ramai,-2,negative
5,Mantap nih pantainya,Mantap nih pantainya,mantap nih pantainya,mantap nih pantainya,"['mantap', 'nih', 'pantainya']","['mantap', 'nih', 'pantainya']",mantap nih pantainya,5,positive
5,Waw,Waw,waw,wow,['wow'],['wow'],wow,0,neutral
5,Rame lancar,Rame lancar,rame lancar,rame lancar,"['rame', 'lancar']","['rame', 'lancar']",rame lancar,2,positive
5,"Bagus dan rame,agen bus nya juga ramah😊",Bagus dan rameagen bus nya juga ramah,bagus dan rameagen bus nya juga ramah,bagus dan rameagen bus nya juga ramah,"['bagus', 'dan', 'rameagen', 'bus', 'nya', 'juga', 'ramah']","['bagus', 'rameagen', 'bus', 'ramah']",bagus rameagen bus ramah,4,positive
1,Lumayan bagus,Lumayan bagus,lumayan bagus,lumayan bagus,"['lumayan', 'bagus']","['lumayan', 'bagus']",lumayan bagus,1,positive
4,Sayang sekali di terminal Ajibarang sudah malam (20.00 - 20.30) & sudah sepi.,Sayang sekali di terminal Ajibarang sudah malam     sudah sepi,sayang sekali di terminal ajibarang sudah malam     sudah sepi,sayang sekali di terminal ajibarang sudah malam sudah sepi,"['sayang', 'sekali', 'di', 'terminal', 'ajibarang', 'sudah', 'malam', 'sudah', 'sepi']","['sayang', 'terminal', 'ajibarang', 'malam', 'sepi']",sayang terminal ajibarang malam sepi,-7,negative
5,"Sekarang untuk masuk terminal di kenakan retribusi roda 2 2k..sepi sekarang,kasian..padahal sudah lebih rapi..",Sekarang untuk masuk terminal di kenakan retribusi roda  ksepi sekarangkasianpadahal sudah lebih rapi,sekarang untuk masuk terminal di kenakan retribusi roda  ksepi sekarangkasianpadahal sudah lebih rapi,sekarang untuk masuk terminal di kenakan retribusi roda ksepi sekarangkasianpadahal sudah lebih rapi,"['sekarang', 'untuk', 'masuk', 'terminal', 'di', 'kenakan', 'retribusi', 'roda', 'ksepi', 'sekarangkasianpadahal', 'sudah', 'lebih', 'rapi']","['masuk', 'terminal', 'kenakan', 'retribusi', 'roda', 'ksepi', 'sekarangkasianpadahal', 'rapi']",masuk terminal kenakan retribusi roda ksepi sekarangkasianpadahal rapi,-10,negative
4,Datang malam hari saat sudah sepi. Tak bisa komentar,Datang malam hari saat sudah sepi Tak bisa komentar,datang malam hari saat sudah sepi tak bisa komentar,datang malam hari saat sudah sepi tak bisa komentar,"['datang', 'malam', 'hari', 'saat', 'sudah', 'sepi', 'tak', 'bisa', 'komentar']","['malam', 'sepi', 'tak', 'komentar']",malam sepi tak komentar,-4,negative
5,"Bersih rapi, pemandangan belakang terminal lewat mushola bagus bgt waktu sore",Bersih rapi pemandangan belakang terminal lewat mushola bagus bgt waktu sore,bersih rapi pemandangan belakang terminal lewat mushola bagus bgt waktu sore,bersih rapi pemandangan belakang terminal lewat mushola bagus banget waktu sore,"['bersih', 'rapi', 'pemandangan', 'belakang', 'terminal', 'lewat', 'mushola', 'bagus', 'banget', 'waktu', 'sore']","['bersih', 'rapi', 'pemandangan', 'terminal', 'mushola', 'bagus', 'banget', 'sore']",bersih rapi pemandangan terminal mushola bagus banget sore,1,positive
5,Teriminal nya angkutan kota dan provinsi di ajibarang,Teriminal nya angkutan kota dan provinsi di ajibarang,teriminal nya angkutan kota dan provinsi di ajibarang,teriminal nya angkutan kota dan provinsi di ajibarang,"['teriminal', 'nya', 'angkutan', 'kota', 'dan', 'provinsi', 'di', 'ajibarang']","['teriminal', 'angkutan', 'kota', 'provinsi', 'ajibarang']",teriminal angkutan kota provinsi ajibarang,-1,negative
4,"Tempat nya enak klo malem hari, gk terlalu padet..",Tempat nya enak klo malem hari gk terlalu padet,tempat nya enak klo malem hari gk terlalu padet,tempat nya enak kalo malam hari enggak terlalu padat,"['tempat', 'nya', 'enak', 'kalo', 'malam', 'hari', 'enggak', 'terlalu', 'padat']","['enak', 'kalo', 'malam', 'padat']",enak kalo malam padat,0,neutral
5,Mampir sedela,Mampir sedela,mampir sedela,mampir sedela,"['mampir', 'sedela']","['mampir', 'sedela']",mampir sedela,-1,negative
5,"PemKab Banyumas perlu merehabilitasi terminal sebagai pengelola, Terminal Type-C yang agak memprihatinkan ini, semoga kedepan nya lebih baik lagi",PemKab Banyumas perlu merehabilitasi terminal sebagai pengelola Terminal TypeC yang agak memprihatinkan ini semoga kedepan nya lebih baik lagi,pemkab banyumas perlu merehabilitasi terminal sebagai pengelola terminal typec yang agak memprihatinkan ini semoga kedepan nya lebih baik lagi,pemkab banyumas perlu merehabilitasi terminal sebagai pengelola terminal typec yang agak memprihatinkan ini semoga kedepan nya lebih baik lagi,"['pemkab', 'banyumas', 'perlu', 'merehabilitasi', 'terminal', 'sebagai', 'pengelola', 'terminal', 'typec', 'yang', 'agak', 'memprihatinkan', 'ini', 'semoga', 'kedepan', 'nya', 'lebih', 'baik', 'lagi']","['pemkab', 'banyumas', 'merehabilitasi', 'terminal', 'pengelola', 'terminal', 'typec', 'memprihatinkan', 'semoga', 'kedepan']",pemkab banyumas merehabilitasi terminal pengelola terminal typec memprihatinkan semoga kedepan,-6,negative
5,great,great,great,great,['great'],['great'],great,3,positive
5,agen KKA Ajibarang,agen KKA Ajibarang,agen kka ajibarang,agen kakak ajibarang,"['agen', 'kakak', 'ajibarang']","['agen', 'kakak', 'ajibarang']",agen kakak ajibarang,-3,negative
5,Terminal Ajibarang bertempat di sebrang ps.ajibarang.. terminal luas parkir mobil motor pribadi pun ada. Ada oleh² jugaa dikantin sebelah kiri ujung toilet ya gess... Baru 5hri yg lalu saya berkunjung ke Terminal tersebut membeli oleh² untuk dibawa ke Tangerang... See u next time Ajibarang..,Terminal Ajibarang bertempat di sebrang psajibarang terminal luas parkir mobil motor pribadi pun ada Ada oleh² jugaa dikantin sebelah kiri ujung toilet ya gess Baru hri yg lalu saya berkunjung ke Terminal tersebut membeli oleh² untuk dibawa ke Tangerang See u next time Ajibarang,terminal ajibarang bertempat di sebrang psajibarang terminal luas parkir mobil motor pribadi pun ada ada oleh² jugaa dikantin sebelah kiri ujung toilet ya gess baru hri yg lalu saya berkunjung ke terminal tersebut membeli oleh² untuk dibawa ke tangerang see u next time ajibarang,terminal ajibarang bertempat di sebrang psajibarang terminal luas parkir mobil motor pribadi pun ada ada oleh² juga dikantin sebelah kiri ujung toilet ya gess baru hari yang lalu saya berkunjung ke terminal tersebut membeli oleh² untuk dibawa ke tangerang sih lu next waktu ajibarang,"['terminal', 'ajibarang', 'bertempat', 'di', 'sebrang', 'psajibarang', 'terminal', 'luas', 'parkir', 'mobil', 'motor', 'pribadi', 'pun', 'ada', 'ada', 'oleh²', 'juga', 'dikantin', 'sebelah', 'kiri', 'ujung', 'toilet', 'ya', 'gess', 'baru', 'hari', 'yang', 'lalu', 'saya', 'berkunjung', 'ke', 'terminal', 'tersebut', 'membeli', 'oleh²', 'untuk', 'dibawa', 'ke', 'tangerang', 'sih', 'lu', 'next', 'waktu', 'ajibarang']","['terminal', 'ajibarang', 'bertempat', 'sebrang', 'psajibarang', 'terminal', 'luas', 'parkir', 'mobil', 'motor', 'pribadi', 'oleh²', 'dikantin', 'sebelah', 'kiri', 'ujung', 'toilet', 'gess', 'berkunjung', 'terminal', 'membeli', 'oleh²', 'dibawa', 'tangerang', 'lu', 'next', 'ajibarang']",terminal ajibarang bertempat sebrang psajibarang terminal luas parkir mobil motor pribadi oleh² dikantin sebelah kiri ujung toilet gess berkunjung terminal membeli oleh² dibawa tangerang lu next ajibarang,-21,negative
4,Ramah Dan sopan pegawainya,Ramah Dan sopan pegawainya,ramah dan sopan pegawainya,ramah dan sopan pegawainya,"['ramah', 'dan', 'sopan', 'pegawainya']","['ramah', 'sopan', 'pegawainya']",ramah sopan pegawainya,2,positive
5,Untuk pulang dan pergi lagi...,Untuk pulang dan pergi lagi,untuk pulang dan pergi lagi,untuk pulang dan pergi lagi,"['untuk', 'pulang', 'dan', 'pergi', 'lagi']","['pulang', 'pergi']",pulang pergi,-2,negative
4,Fasilitas,Fasilitas,fasilitas,fasilitas,['fasilitas'],['fasilitas'],fasilitas,-2,negative
5,Tempat check point,Tempat check point,tempat check point,tempat check poin,"['tempat', 'check', 'poin']","['check', 'poin']",check poin,3,positive
4,"Menurut,coba d perbaiki lagi biar luas ada penattan lah..",Menurutcoba d perbaiki lagi biar luas ada penattan lah,menurutcoba d perbaiki lagi biar luas ada penattan lah,menurutcoba di perbaiki lagi biar luas ada penattan lah,"['menurutcoba', 'di', 'perbaiki', 'lagi', 'biar', 'luas', 'ada', 'penattan', 'lah']","['menurutcoba', 'perbaiki', 'biar', 'luas', 'penattan']",menurutcoba perbaiki biar luas penattan,-2,negative
5,"Tempat di mana saya dulu bertumbuh mencari jatidiri,, sekarang tinggal kenangan to ada sebagian temen2 yg masih aktif di terminal mencari rejeki",Tempat di mana saya dulu bertumbuh mencari jatidiri sekarang tinggal kenangan to ada sebagian temen yg masih aktif di terminal mencari rejeki,tempat di mana saya dulu bertumbuh mencari jatidiri sekarang tinggal kenangan to ada sebagian temen yg masih aktif di terminal mencari rejeki,tempat di mana saya dulu bertumbuh mencari jatidiri sekarang tinggal kenangan tapi ada sebagian teman yang masih aktif di terminal mencari rejeki,"['tempat', 'di', 'mana', 'saya', 'dulu', 'bertumbuh', 'mencari', 'jatidiri', 'sekarang', 'tinggal', 'kenangan', 'tapi', 'ada', 'sebagian', 'teman', 'yang', 'masih', 'aktif', 'di', 'terminal', 'mencari', 'rejeki']","['bertumbuh', 'mencari', 'jatidiri', 'tinggal', 'kenangan', 'teman', 'aktif', 'terminal', 'mencari', 'rejeki']",bertumbuh mencari jatidiri tinggal kenangan teman aktif terminal mencari rejeki,-5,negative
4,Enak mau beli oleh2 jga ada,Enak mau beli oleh jga ada,enak mau beli oleh jga ada,enak mau beli oleh juga ada,"['enak', 'mau', 'beli', 'oleh', 'juga', 'ada']","['enak', 'beli']",enak beli,0,neutral
4,"Seperti terminal lainnya,,  tapi masih mendingan di banding terminal bubulak bogor,,,",Seperti terminal lainnya  tapi masih mendingan di banding terminal bubulak bogor,seperti terminal lainnya  tapi masih mendingan di banding terminal bubulak bogor,seperti terminal lainnya tapi masih mendingan di banding terminal bubulak bogor,"['seperti', 'terminal', 'lainnya', 'tapi', 'masih', 'mendingan', 'di', 'banding', 'terminal', 'bubulak', 'bogor']","['terminal', 'mendingan', 'banding', 'terminal', 'bubulak', 'bogor']",terminal mendingan banding terminal bubulak bogor,-9,negative
5,Good,Good,good,good,['good'],['good'],good,5,positive
5,"Tempat nyaman,,tempat parkir luas,,banyak kuliner lokal",Tempat nyamantempat parkir luasbanyak kuliner lokal,tempat nyamantempat parkir luasbanyak kuliner lokal,tempat nyamantempat parkir luasbanyak kuliner lokal,"['tempat', 'nyamantempat', 'parkir', 'luasbanyak', 'kuliner', 'lokal']","['nyamantempat', 'parkir', 'luasbanyak', 'kuliner', 'lokal']",nyamantempat parkir luasbanyak kuliner lokal,1,positive
5,Terminal kecil dengan sejuta kenangan,Terminal kecil dengan sejuta kenangan,terminal kecil dengan sejuta kenangan,terminal kecil dengan sejuta kenangan,"['terminal', 'kecil', 'dengan', 'sejuta', 'kenangan']","['terminal', 'sejuta', 'kenangan']",terminal sejuta kenangan,0,neutral
5,"Aman, tertib dan penuh kenangan",Aman tertib dan penuh kenangan,aman tertib dan penuh kenangan,aman tertib dan penuh kenangan,"['aman', 'tertib', 'dan', 'penuh', 'kenangan']","['aman', 'tertib', 'penuh', 'kenangan']",aman tertib penuh kenangan,5,positive
5,Good jobs,Good jobs,good jobs,good jobs,"['good', 'jobs']","['good', 'jobs']",good jobs,5,positive
5,Lumayan,Lumayan,lumayan,lumayan,['lumayan'],['lumayan'],lumayan,-1,negative
5,Lumayan,Lumayan,lumayan,lumayan,['lumayan'],['lumayan'],lumayan,-1,negative
5,"Nice, armada mencukupi, pelayanan agen ramah , good luck sinjay Ajibarang  #busmania",Nice armada mencukupi pelayanan agen ramah  good luck sinjay Ajibarang,nice armada mencukupi pelayanan agen ramah  good luck sinjay ajibarang,nice armada mencukupi pelayanan agen ramah good luck sinjay ajibarang,"['nice', 'armada', 'mencukupi', 'pelayanan', 'agen', 'ramah', 'good', 'luck', 'sinjay', 'ajibarang']","['nice', 'armada', 'mencukupi', 'pelayanan', 'agen', 'ramah', 'good', 'luck', 'sinjay', 'ajibarang']",nice armada mencukupi pelayanan agen ramah good luck sinjay ajibarang,7,positive
5,"Tempat yg bagus,nyaman dan aman",Tempat yg bagusnyaman dan aman,tempat yg bagusnyaman dan aman,tempat yang bagusnyaman dan aman,"['tempat', 'yang', 'bagusnyaman', 'dan', 'aman']","['bagusnyaman', 'aman']",bagusnyaman aman,0,neutral
4,"Terminal Bus Ajibarang adalah tempat Transit dari Bis Bis AKAP, bis luar kota dari arah selatan seperti Cilacap, Purwokerto, Jogja, dll ... Terminalnya tidak terlalu besar tetapi cukup ramai ... Banyak warung yang menyajikan Snack dan makanan berat untuk persiapan keberangkatan ke luar kota ...",Terminal Bus Ajibarang adalah tempat Transit dari Bis Bis AKAP bis luar kota dari arah selatan seperti Cilacap Purwokerto Jogja dll  Terminalnya tidak terlalu besar tetapi cukup ramai  Banyak warung yang menyajikan Snack dan makanan berat untuk persiapan keberangkatan ke luar kota,terminal bus ajibarang adalah tempat transit dari bis bis akap bis luar kota dari arah selatan seperti cilacap purwokerto jogja dll  terminalnya tidak terlalu besar tetapi cukup ramai  banyak warung yang menyajikan snack dan makanan berat untuk persiapan keberangkatan ke luar kota,terminal bus ajibarang adalah tempat transit dari bis bis akap bis luar kota dari arah selatan seperti cilacap purwokerto jogja dll terminalnya tidak terlalu besar tetapi cukup ramai banyak warung yang menyajikan snack dan makanan berat untuk persiapan keberangkatan ke luar kota,"['terminal', 'bus', 'ajibarang', 'adalah', 'tempat', 'transit', 'dari', 'bis', 'bis', 'akap', 'bis', 'luar', 'kota', 'dari', 'arah', 'selatan', 'seperti', 'cilacap', 'purwokerto', 'jogja', 'dll', 'terminalnya', 'tidak', 'terlalu', 'besar', 'tetapi', 'cukup', 'ramai', 'banyak', 'warung', 'yang', 'menyajikan', 'snack', 'dan', 'makanan', 'berat', 'untuk', 'persiapan', 'keberangkatan', 'ke', 'luar', 'kota']","['terminal', 'bus', 'ajibarang', 'transit', 'bis', 'bis', 'akap', 'bis', 'kota', 'arah', 'selatan', 'cilacap', 'purwokerto', 'jogja', 'dll', 'terminalnya', 'tidak', 'ramai', 'warung', 'menyajikan', 'snack', 'makanan', 'berat', 'persiapan', 'keberangkatan', 'kota']",terminal bus ajibarang transit bis bis akap bis kota arah selatan cilacap purwokerto jogja dll terminalnya tidak ramai warung menyajikan snack makanan berat persiapan keberangkatan kota,-10,negative
5,"Terminal bus trans Banyumas, jarak ke tempat wisata Baturraden hanya 15 menit berjalan kaki atau bisa juga naik angkot kalau males jalan kaki",Terminal bus trans Banyumas jarak ke tempat wisata Baturraden hanya  menit berjalan kaki atau bisa juga naik angkot kalau males jalan kaki,terminal bus trans banyumas jarak ke tempat wisata baturraden hanya  menit berjalan kaki atau bisa juga naik angkot kalau males jalan kaki,terminal bus trans banyumas jarak ke tempat wisata baturraden hanya menit berjalan kaki atau bisa juga naik angkot kalau malas jalan kaki,"['terminal', 'bus', 'trans', 'banyumas', 'jarak', 'ke', 'tempat', 'wisata', 'baturraden', 'hanya', 'menit', 'berjalan', 'kaki', 'atau', 'bisa', 'juga', 'naik', 'angkot', 'kalau', 'malas', 'jalan', 'kaki']","['terminal', 'bus', 'trans', 'banyumas', 'jarak', 'wisata', 'baturraden', 'menit', 'berjalan', 'kaki', 'angkot', 'malas', 'jalan', 'kaki']",terminal bus trans banyumas jarak wisata baturraden menit berjalan kaki angkot malas jalan kaki,-8,negative
5,Mantap,Mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,positive
5,Bersih dan rapi,Bersih dan rapi,bersih dan rapi,bersih dan rapi,"['bersih', 'dan', 'rapi']","['bersih', 'rapi']",bersih rapi,1,positive
5,Keren,Keren,keren,keren,['keren'],['keren'],keren,0,neutral
5,Tempat wisata favorit,Tempat wisata favorit,tempat wisata favorit,tempat wisata favorit,"['tempat', 'wisata', 'favorit']","['wisata', 'favorit']",wisata favorit,0,neutral
